MAE,RMSE,Precision,Recall,F1,components
0.7345158117488253,0.9268702296582045,0.0679346012679346,0.03535888574356125,0.04651003415107284,60
0.7346833351060424,0.9269580962311358,0.06806806806806807,0.03542835310258592,0.04660140946374774,90
0.7345518992431032,0.926859247063841,0.06805138471805139,0.035419669682707836,0.04658998754966337,120
0.7344476292286455,0.9267289266909672,0.06788455121788455,0.03533283548392699,0.04647576840881975,150
