dataset,repeat,method,final_accuracy,AULC,runtime_seconds
gaussdist_equal,0,TC-BKME-PMAL,0.9722222222222222,0.9039115646258503,0.10636139987036586
gaussdist_equal,0,TC-noReliability,0.9722222222222222,0.8784013605442177,0.10626819683238864
gaussdist_equal,0,TC-noDensity,0.9583333333333334,0.9053287981859413,0.10384250059723854
gaussdist_equal,0,PMARLDS-lite,0.9722222222222222,0.9036281179138322,0.10639379732310772
gaussdist_equal,0,DISTMARGIN,0.9722222222222222,0.9030612244897961,0.10528619959950447
gaussdist_equal,0,HILB-DENSITY,0.5,0.5127551020408163,0.09472479950636625
gaussdist_equal,0,DISTRAND,0.9722222222222222,0.9285714285714286,0.07901130197569728
gaussdist_equal,1,TC-BKME-PMAL,0.9861111111111112,0.9382086167800455,0.1109384992159903
gaussdist_equal,1,TC-noReliability,0.9861111111111112,0.9217687074829933,0.11359879653900862
gaussdist_equal,1,TC-noDensity,0.9861111111111112,0.9356575963718822,0.11306310212239623
gaussdist_equal,1,PMARLDS-lite,0.9861111111111112,0.9331065759637189,0.11945250257849693
gaussdist_equal,1,DISTMARGIN,0.9861111111111112,0.93140589569161,0.12879929970949888
gaussdist_equal,1,HILB-DENSITY,0.75,0.5144557823129252,0.10672900080680847
gaussdist_equal,1,DISTRAND,0.9861111111111112,0.9124149659863947,0.08564380090683699
gaussdist_equal,2,TC-BKME-PMAL,0.9722222222222222,0.9288548752834468,0.10592720052227378
gaussdist_equal,2,TC-noReliability,0.9722222222222222,0.9288548752834468,0.10553260007873178
gaussdist_equal,2,TC-noDensity,0.9722222222222222,0.9370748299319728,0.10834699962288141
gaussdist_equal,2,PMARLDS-lite,0.9722222222222222,0.9243197278911565,0.10619400115683675
gaussdist_equal,2,DISTMARGIN,0.9722222222222222,0.9308390022675737,0.1092911004088819
gaussdist_equal,2,HILB-DENSITY,0.6111111111111112,0.5187074829931972,0.09767720056697726
gaussdist_equal,2,DISTRAND,0.9722222222222222,0.8990929705215418,0.08295550104230642
gaussdist_equal,3,TC-BKME-PMAL,0.9861111111111112,0.9418934240362812,0.10661199828609824
gaussdist_equal,3,TC-noReliability,0.9861111111111112,0.9243197278911566,0.10725689865648746
gaussdist_equal,3,TC-noDensity,0.9861111111111112,0.9316893424036283,0.10629239957779646
gaussdist_equal,3,PMARLDS-lite,0.9861111111111112,0.9339569160997733,0.1057696002535522
gaussdist_equal,3,DISTMARGIN,0.9861111111111112,0.9342403628117916,0.10563490260392427
gaussdist_equal,3,HILB-DENSITY,0.5,0.5096371882086168,0.09541859989985824
gaussdist_equal,3,DISTRAND,1.0,0.9175170068027212,0.0829483000561595
gaussdist_equal,4,TC-BKME-PMAL,1.0,0.9410430839002267,0.11327210022136569
gaussdist_equal,4,TC-noReliability,1.0,0.9299886621315192,0.1082569002173841
gaussdist_equal,4,TC-noDensity,0.9861111111111112,0.9396258503401361,0.10651040030643344
gaussdist_equal,4,PMARLDS-lite,1.0,0.929421768707483,0.10677540069445968
gaussdist_equal,4,DISTMARGIN,0.9861111111111112,0.9452947845804989,0.10601519793272018
gaussdist_equal,4,HILB-DENSITY,0.5833333333333334,0.5167233560090703,0.10148619720712304
gaussdist_equal,4,DISTRAND,0.9861111111111112,0.9486961451247167,0.08236329909414053
gaussdist_equal,5,TC-BKME-PMAL,0.9722222222222222,0.9319727891156462,0.10887640062719584
gaussdist_equal,5,TC-noReliability,0.9722222222222222,0.9180839002267575,0.11176110012456775
gaussdist_equal,5,TC-noDensity,0.9722222222222222,0.9299886621315192,0.10935369739308953
gaussdist_equal,5,PMARLDS-lite,0.9722222222222222,0.9146825396825398,0.10642120009288192
gaussdist_equal,5,DISTMARGIN,0.9722222222222222,0.9248866213151928,0.10777909774333239
gaussdist_equal,5,HILB-DENSITY,0.8333333333333334,0.5297619047619048,0.10083140060305595
gaussdist_equal,5,DISTRAND,0.9722222222222222,0.9013605442176871,0.08383979788050056
gaussdist_equal,6,TC-BKME-PMAL,0.9861111111111112,0.9146825396825398,0.11452060006558895
gaussdist_equal,6,TC-noReliability,1.0,0.91921768707483,0.11255030008032918
