dataset,repeat,method,final_accuracy,AULC,runtime_seconds
digitdist_0v1,0,TC-BKME-PMAL,0.9861111111111112,0.8330498866213152,0.12647809833288193
digitdist_0v1,0,TC-noReliability,0.9861111111111112,0.8358843537414966,0.1293903007172048
digitdist_0v1,0,TC-noDensity,1.0,0.8358843537414965,0.1296781012788415
digitdist_0v1,0,PMARLDS-lite,1.0,0.8387188208616781,0.12169630033895373
digitdist_0v1,0,DISTMARGIN,0.9861111111111112,0.8681972789115647,0.12193679949268699
digitdist_0v1,0,HILB-DENSITY,0.7638888888888888,0.5155895691609977,0.11713479878380895
digitdist_0v1,0,DISTRAND,1.0,0.6658163265306123,0.0963896969333291
digitdist_0v1,1,TC-BKME-PMAL,0.9861111111111112,0.8455215419501134,0.12866639718413353
digitdist_0v1,1,TC-noReliability,1.0,0.8392857142857143,0.12277939962223172
digitdist_0v1,1,TC-noDensity,1.0,0.8253968253968254,0.12216149922460318
digitdist_0v1,1,PMARLDS-lite,0.9722222222222222,0.8205782312925171,0.1257176985964179
digitdist_0v1,1,DISTMARGIN,1.0,0.8526077097505669,0.12228399841114879
digitdist_0v1,1,HILB-DENSITY,0.5416666666666666,0.5028344671201814,0.12061330024152994
digitdist_0v1,1,DISTRAND,0.9305555555555556,0.6354875283446713,0.09757150057703257
digitdist_0v1,2,TC-BKME-PMAL,1.0,0.8511904761904763,0.14212310081347823
digitdist_0v1,2,TC-noReliability,1.0,0.8282312925170069,0.14024509862065315
digitdist_0v1,2,TC-noDensity,0.9861111111111112,0.8361678004535149,0.1334851011633873
digitdist_0v1,2,PMARLDS-lite,0.9861111111111112,0.8180272108843538,0.13486579759046435
digitdist_0v1,2,DISTMARGIN,1.0,0.8565759637188209,0.13340869825333357
digitdist_0v1,2,HILB-DENSITY,0.5555555555555556,0.5056689342403629,0.12811380112543702
digitdist_0v1,2,DISTRAND,1.0,0.7392290249433107,0.10832259990274906
digitdist_0v1,3,TC-BKME-PMAL,1.0,0.8253968253968254,0.12253480078652501
digitdist_0v1,3,TC-noReliability,0.9722222222222222,0.8316326530612245,0.1193769983947277
digitdist_0v1,3,TC-noDensity,0.9861111111111112,0.8378684807256236,0.12233630148693919
digitdist_0v1,3,PMARLDS-lite,0.9861111111111112,0.8276643990929705,0.12013350194320083
digitdist_0v1,3,DISTMARGIN,1.0,0.838718820861678,0.12172270053997636
digitdist_0v1,3,HILB-DENSITY,0.5,0.5005668934240363,0.11789859784767032
digitdist_0v1,3,DISTRAND,1.0,0.6499433106575964,0.10027679987251759
digitdist_0v1,4,TC-BKME-PMAL,1.0,0.8738662131519274,0.12074670195579529
digitdist_0v1,4,TC-noReliability,1.0,0.8628117913832201,0.11869090097025037
digitdist_0v1,4,TC-noDensity,1.0,0.8619614512471656,0.12177029950544238
digitdist_0v1,4,PMARLDS-lite,1.0,0.8545918367346939,0.12173110013827682
digitdist_0v1,4,DISTMARGIN,1.0,0.8849206349206349,0.12223890097811818
digitdist_0v1,4,HILB-DENSITY,0.5138888888888888,0.5034013605442177,0.11587580014020205
digitdist_0v1,4,DISTRAND,1.0,0.8010204081632653,0.09542809939011931
digitdist_0v1,5,TC-BKME-PMAL,1.0,0.8367346938775511,0.11997370142489672
digitdist_0v1,5,TC-noReliability,0.9861111111111112,0.8435374149659864,0.11690860241651535
