dataset,repeat,method,final_accuracy,AULC,runtime_seconds
gaussdist_hard_equal,0,TC-BKME-PMAL,0.875,0.7548185941043084,0.1095010987482965
gaussdist_hard_equal,0,TC-noReliability,0.8472222222222222,0.7542517006802721,0.10960259800776839
gaussdist_hard_equal,0,TC-noDensity,0.8055555555555556,0.7168367346938775,0.10775819979608059
gaussdist_hard_equal,0,PMARLDS-lite,0.8472222222222222,0.7327097505668935,0.10652569960802794
gaussdist_hard_equal,0,DISTMARGIN,0.8194444444444444,0.7590702947845804,0.10677529964596033
gaussdist_hard_equal,0,HILB-DENSITY,0.5,0.5051020408163265,0.1011939006857574
gaussdist_hard_equal,0,DISTRAND,0.8194444444444444,0.6232993197278911,0.08457110030576587
gaussdist_hard_equal,1,TC-BKME-PMAL,0.8333333333333334,0.7440476190476191,0.1423177970573306
gaussdist_hard_equal,1,TC-noReliability,0.8611111111111112,0.7057823129251701,0.1284720990806818
gaussdist_hard_equal,1,TC-noDensity,0.8888888888888888,0.606859410430839,0.12631750013679266
gaussdist_hard_equal,1,PMARLDS-lite,0.8055555555555556,0.6893424036281179,0.1340892999432981
gaussdist_hard_equal,1,DISTMARGIN,0.7222222222222222,0.7242063492063491,0.1404943005181849
gaussdist_hard_equal,1,HILB-DENSITY,0.5,0.5002834467120182,0.1581464004702866
gaussdist_hard_equal,1,DISTRAND,0.8055555555555556,0.6669501133786848,0.10455140098929405
gaussdist_hard_equal,2,TC-BKME-PMAL,0.9166666666666666,0.7653061224489794,0.11060909880325198
gaussdist_hard_equal,2,TC-noReliability,0.875,0.7284580498866213,0.11257799994200468
gaussdist_hard_equal,2,TC-noDensity,0.8194444444444444,0.6649659863945578,0.1111302999779582
gaussdist_hard_equal,2,PMARLDS-lite,0.8888888888888888,0.6632653061224489,0.11638380028307438
gaussdist_hard_equal,2,DISTMARGIN,0.875,0.7284580498866213,0.11095060128718615
gaussdist_hard_equal,2,HILB-DENSITY,0.5,0.5022675736961452,0.1022352990694344
gaussdist_hard_equal,2,DISTRAND,0.8333333333333334,0.5943877551020408,0.08626260003075004
gaussdist_hard_equal,3,TC-BKME-PMAL,0.875,0.7553854875283448,0.11257060151547194
gaussdist_hard_equal,3,TC-noReliability,0.8472222222222222,0.6442743764172335,0.11129559995606542
gaussdist_hard_equal,3,TC-noDensity,0.7777777777777778,0.5376984126984127,0.10295299859717488
gaussdist_hard_equal,3,PMARLDS-lite,0.7361111111111112,0.71343537414966,0.11139689944684505
gaussdist_hard_equal,3,DISTMARGIN,0.8194444444444444,0.7375283446712018,0.10897069936618209
gaussdist_hard_equal,3,HILB-DENSITY,0.5,0.5028344671201814,0.10662989877164364
gaussdist_hard_equal,3,DISTRAND,0.8472222222222222,0.6930272108843538,0.09206850081682205
gaussdist_hard_equal,4,TC-BKME-PMAL,0.875,0.802721088435374,0.11937910038977861
gaussdist_hard_equal,4,TC-noReliability,0.8888888888888888,0.7142857142857143,0.11225100001320243
gaussdist_hard_equal,4,TC-noDensity,0.5,0.5062358276643991,0.09869129816070199
gaussdist_hard_equal,4,PMARLDS-lite,0.8888888888888888,0.7573696145124718,0.10807680105790496
gaussdist_hard_equal,4,DISTMARGIN,0.9166666666666666,0.812641723356009,0.11068320041522384
gaussdist_hard_equal,4,HILB-DENSITY,0.5,0.503968253968254,0.10173519980162382
gaussdist_hard_equal,4,DISTRAND,0.8888888888888888,0.7324263038548752,0.08658230025321245
gaussdist_hard_equal,5,TC-BKME-PMAL,0.9166666666666666,0.7831632653061223,0.10997589956969023
gaussdist_hard_equal,5,TC-noReliability,0.8472222222222222,0.7630385487528344,0.10778090171515942
gaussdist_hard_equal,5,TC-noDensity,0.5,0.5045351473922902,0.09968810062855482
gaussdist_hard_equal,5,PMARLDS-lite,0.8472222222222222,0.7298752834467122,0.11193690029904246
gaussdist_hard_equal,5,DISTMARGIN,0.8333333333333334,0.7672902494331065,0.11056090192869306
gaussdist_hard_equal,5,HILB-DENSITY,0.5,0.5056689342403629,0.09857819881290197
gaussdist_hard_equal,5,DISTRAND,0.8333333333333334,0.6198979591836735,0.08228350011631846
gaussdist_hard_equal,6,TC-BKME-PMAL,0.8611111111111112,0.7474489795918369,0.10809570224955678
gaussdist_hard_equal,6,TC-noReliability,0.75,0.6938775510204082,0.11016860045492649
gaussdist_hard_equal,6,TC-noDensity,0.5,0.5048185941043084,0.09849649807438254
gaussdist_hard_equal,6,PMARLDS-lite,0.8194444444444444,0.7536848072562359,0.10863369982689619
gaussdist_hard_equal,6,DISTMARGIN,0.8333333333333334,0.7369614512471656,0.11050929967314005
gaussdist_hard_equal,6,HILB-DENSITY,0.5,0.5028344671201814,0.10310850059613585
gaussdist_hard_equal,6,DISTRAND,0.7638888888888888,0.5856009070294784,0.08369459956884384
gaussdist_hard_equal,7,TC-BKME-PMAL,0.8611111111111112,0.8032879818594105,0.10520929889753461
gaussdist_hard_equal,7,TC-noReliability,0.8611111111111112,0.812641723356009,0.10659100115299225
gaussdist_hard_equal,7,TC-noDensity,0.8472222222222222,0.5847505668934241,0.10309310117736459
gaussdist_hard_equal,7,PMARLDS-lite,0.875,0.8064058956916099,0.10736800031736493
gaussdist_hard_equal,7,DISTMARGIN,0.8333333333333334,0.800453514739229,0.10866340063512325
gaussdist_hard_equal,7,HILB-DENSITY,0.5,0.51218820861678,0.10289749782532454
gaussdist_hard_equal,7,DISTRAND,0.8472222222222222,0.7338435374149659,0.08542659785598516
gaussdist_hard_equal,8,TC-BKME-PMAL,0.9166666666666666,0.7735260770975056,0.10919759934768081
gaussdist_hard_equal,8,TC-noReliability,0.8333333333333334,0.7570861678004535,0.10630960017442703
gaussdist_hard_equal,8,TC-noDensity,0.5,0.5017006802721089,0.09552399953827262
gaussdist_hard_equal,8,PMARLDS-lite,0.9166666666666666,0.7553854875283446,0.10423250123858452
gaussdist_hard_equal,8,DISTMARGIN,0.8611111111111112,0.7542517006802721,0.10646469984203577
gaussdist_hard_equal,8,HILB-DENSITY,0.5277777777777778,0.5076530612244898,0.10151589987799525
gaussdist_hard_equal,8,DISTRAND,0.7777777777777778,0.6337868480725624,0.08556559914723039
gaussdist_hard_equal,9,TC-BKME-PMAL,0.8333333333333334,0.7882653061224489,0.11111089773476124
gaussdist_hard_equal,9,TC-noReliability,0.8055555555555556,0.6706349206349207,0.11113469954580069
gaussdist_hard_equal,9,TC-noDensity,0.8611111111111112,0.6740362811791385,0.10886560147628188
gaussdist_hard_equal,9,PMARLDS-lite,0.8472222222222222,0.6831065759637188,0.11617619870230556
gaussdist_hard_equal,9,DISTMARGIN,0.8194444444444444,0.723922902494331,0.11015919968485832
gaussdist_hard_equal,9,HILB-DENSITY,0.5,0.5036848072562359,0.10386679973453283
gaussdist_hard_equal,9,DISTRAND,0.9027777777777778,0.6621315192743765,0.08812060067430139
gaussdist_hard_equal,10,TC-BKME-PMAL,0.9166666666666666,0.8475056689342403,0.10813109995797276
gaussdist_hard_equal,10,TC-noReliability,0.9027777777777778,0.8270975056689343,0.11047179950401187
gaussdist_hard_equal,10,TC-noDensity,0.9166666666666666,0.61281179138322,0.10090930154547095
gaussdist_hard_equal,10,PMARLDS-lite,0.9166666666666666,0.7610544217687074,0.10886899987235665
gaussdist_hard_equal,10,DISTMARGIN,0.9305555555555556,0.822562358276644,0.10812800051644444
gaussdist_hard_equal,10,HILB-DENSITY,0.5,0.5017006802721089,0.10121399909257889
gaussdist_hard_equal,10,DISTRAND,0.9305555555555556,0.7020975056689344,0.0844701980240643
gaussdist_hard_equal,11,TC-BKME-PMAL,0.7638888888888888,0.7227891156462585,0.11540789948776364
gaussdist_hard_equal,11,TC-noReliability,0.9027777777777778,0.6935941043083901,0.11885180231183767
gaussdist_hard_equal,11,TC-noDensity,0.5,0.5008503401360543,0.10840169806033373
gaussdist_hard_equal,11,PMARLDS-lite,0.9027777777777778,0.6989795918367349,0.11551260016858578
gaussdist_hard_equal,11,DISTMARGIN,0.8888888888888888,0.7602040816326531,0.11158510018140078
gaussdist_hard_equal,11,HILB-DENSITY,0.5,0.5036848072562359,0.10500740120187402
gaussdist_hard_equal,11,DISTRAND,0.75,0.5317460317460317,0.0874677007086575
gaussdist_hard_equal,12,TC-BKME-PMAL,0.9027777777777778,0.7562358276643991,0.11002509947866201
gaussdist_hard_equal,12,TC-noReliability,0.8888888888888888,0.7423469387755102,0.10596580198034644
gaussdist_hard_equal,12,TC-noDensity,0.8611111111111112,0.6028911564625851,0.10301279928535223
gaussdist_hard_equal,12,PMARLDS-lite,0.9027777777777778,0.79421768707483,0.10533720068633556
gaussdist_hard_equal,12,DISTMARGIN,0.8888888888888888,0.7477324263038548,0.10706540057435632
gaussdist_hard_equal,12,HILB-DENSITY,0.5,0.5034013605442177,0.09927049838006496
gaussdist_hard_equal,12,DISTRAND,0.6527777777777778,0.5476190476190477,0.08313440112397075
gaussdist_hard_equal,13,TC-BKME-PMAL,0.9583333333333334,0.7448979591836736,0.10862880107015371
gaussdist_hard_equal,13,TC-noReliability,0.9444444444444444,0.8208616780045351,0.10473639937117696
gaussdist_hard_equal,13,TC-noDensity,0.5,0.5065192743764172,0.09541589953005314
gaussdist_hard_equal,13,PMARLDS-lite,0.8472222222222222,0.7582199546485261,0.10886819940060377
gaussdist_hard_equal,13,DISTMARGIN,0.9166666666666666,0.840986394557823,0.1083949008025229
gaussdist_hard_equal,13,HILB-DENSITY,0.5,0.5059523809523809,0.09741919906809926
gaussdist_hard_equal,13,DISTRAND,0.8194444444444444,0.5912698412698413,0.08406670019030571
gaussdist_hard_equal,14,TC-BKME-PMAL,0.8611111111111112,0.8100907029478458,0.1066646995022893
gaussdist_hard_equal,14,TC-noReliability,0.9166666666666666,0.7389455782312924,0.10512789990752935
gaussdist_hard_equal,14,TC-noDensity,0.5,0.5031179138321996,0.09735689964145422
gaussdist_hard_equal,14,PMARLDS-lite,0.8194444444444444,0.7817460317460317,0.10656570037826896
gaussdist_hard_equal,14,DISTMARGIN,0.9027777777777778,0.7176870748299319,0.11540150037035346
gaussdist_hard_equal,14,HILB-DENSITY,0.5,0.5025510204081632,0.09925979934632778
gaussdist_hard_equal,14,DISTRAND,0.875,0.6587301587301587,0.08170670131221414
gaussdist_hard_equal,15,TC-BKME-PMAL,0.8333333333333334,0.7791950113378686,0.1055070012807846
gaussdist_hard_equal,15,TC-noReliability,0.8611111111111112,0.7845804988662132,0.10906800115481019
gaussdist_hard_equal,15,TC-noDensity,0.7638888888888888,0.5632086167800453,0.10320459771901369
gaussdist_hard_equal,15,PMARLDS-lite,0.875,0.7803287981859411,0.10816900245845318
gaussdist_hard_equal,15,DISTMARGIN,0.8472222222222222,0.7573696145124718,0.10595260048285127
gaussdist_hard_equal,15,HILB-DENSITY,0.5,0.501984126984127,0.09896239964291453
gaussdist_hard_equal,15,DISTRAND,0.8888888888888888,0.7281746031746033,0.08417290030047297
gaussdist_hard_equal,16,TC-BKME-PMAL,0.8888888888888888,0.7848639455782312,0.10949840024113655
gaussdist_hard_equal,16,TC-noReliability,0.8194444444444444,0.711451247165533,0.11129819974303246
gaussdist_hard_equal,16,TC-noDensity,0.5,0.503968253968254,0.10225819982588291
gaussdist_hard_equal,16,PMARLDS-lite,0.8888888888888888,0.7499999999999999,0.11209370056167245
gaussdist_hard_equal,16,DISTMARGIN,0.9027777777777778,0.7859977324263039,0.10865019960328937
gaussdist_hard_equal,16,HILB-DENSITY,0.5,0.5036848072562359,0.10246850037947297
gaussdist_hard_equal,16,DISTRAND,0.8472222222222222,0.7312925170068028,0.08203459857031703
gaussdist_hard_equal,17,TC-BKME-PMAL,0.875,0.7743764172335601,0.1096308003179729
gaussdist_hard_equal,17,TC-noReliability,0.9027777777777778,0.71343537414966,0.10639060009270906
gaussdist_hard_equal,17,TC-noDensity,0.6527777777777778,0.5215419501133787,0.09940729988738894
gaussdist_hard_equal,17,PMARLDS-lite,0.8472222222222222,0.7420634920634921,0.11222019838169217
gaussdist_hard_equal,17,DISTMARGIN,0.9722222222222222,0.8078231292517007,0.1108894981443882
gaussdist_hard_equal,17,HILB-DENSITY,0.5,0.5048185941043084,0.1003941991366446
gaussdist_hard_equal,17,DISTRAND,0.7916666666666666,0.6105442176870749,0.08425540057942271
gaussdist_hard_equal,18,TC-BKME-PMAL,0.7638888888888888,0.7508503401360543,0.1119213025085628
gaussdist_hard_equal,18,TC-noReliability,0.7777777777777778,0.6760204081632653,0.10773890092968941
gaussdist_hard_equal,18,TC-noDensity,0.8333333333333334,0.6269841269841269,0.1030469979159534
gaussdist_hard_equal,18,PMARLDS-lite,0.8333333333333334,0.78202947845805,0.10826709819957614
gaussdist_hard_equal,18,DISTMARGIN,0.8333333333333334,0.7230725623582768,0.10821569850668311
gaussdist_hard_equal,18,HILB-DENSITY,0.5,0.49971655328798187,0.10327029787003994
gaussdist_hard_equal,18,DISTRAND,0.7638888888888888,0.7006802721088434,0.0831916006281972
gaussdist_hard_equal,19,TC-BKME-PMAL,0.9166666666666666,0.8007369614512471,0.10604569967836142
gaussdist_hard_equal,19,TC-noReliability,0.875,0.7548185941043084,0.10604750085622072
gaussdist_hard_equal,19,TC-noDensity,0.7777777777777778,0.800453514739229,0.10697019938379526
gaussdist_hard_equal,19,PMARLDS-lite,0.875,0.7876984126984127,0.10593140264973044
gaussdist_hard_equal,19,DISTMARGIN,0.9027777777777778,0.7723922902494332,0.10695720044896007
gaussdist_hard_equal,19,HILB-DENSITY,0.5,0.5008503401360543,0.10772229917347431
gaussdist_hard_equal,19,DISTRAND,0.875,0.5980725623582767,0.08341610059142113
