dataset,repeat,method,final_accuracy,AULC,runtime_seconds
gaussdist_variable,18,DISTRAND,0.9861111111111112,0.7786281179138324,0.08236320083960891
gaussdist_variable,19,TC-BKME-PMAL,0.9305555555555556,0.893140589569161,0.10606980044394732
gaussdist_variable,19,TC-noReliability,0.9444444444444444,0.884920634920635,0.10774999996647239
gaussdist_variable,19,TC-noDensity,0.9305555555555556,0.8625283446712018,0.10538349859416485
gaussdist_variable,19,PMARLDS-lite,0.9027777777777778,0.8744331065759637,0.10758149949833751
gaussdist_variable,19,DISTMARGIN,0.9166666666666666,0.885204081632653,0.10739269899204373
gaussdist_variable,19,HILB-DENSITY,0.7916666666666666,0.5280612244897959,0.09602670092135668
gaussdist_variable,19,DISTRAND,0.9166666666666666,0.8599773242630385,0.07924960181117058
gaussdist_variable,20,TC-BKME-PMAL,1.0,0.9367913832199547,0.108799799811095
gaussdist_variable,20,TC-noReliability,1.0,0.9268707482993198,0.11374710127711296
gaussdist_variable,20,TC-noDensity,1.0,0.9115646258503403,0.11328950012102723
gaussdist_variable,20,PMARLDS-lite,1.0,0.935374149659864,0.10876320069655776
gaussdist_variable,20,DISTMARGIN,0.9861111111111112,0.9407596371882088,0.10626859916374087
gaussdist_variable,20,HILB-DENSITY,0.5,0.5065192743764172,0.0980493021197617
gaussdist_variable,20,DISTRAND,0.9861111111111112,0.8543083900226758,0.08533849846571684
gaussdist_variable,21,TC-BKME-PMAL,0.9583333333333334,0.9101473922902494,0.10673820227384567
gaussdist_variable,21,TC-noReliability,0.9305555555555556,0.9075963718820862,0.10363120026886463
gaussdist_variable,21,TC-noDensity,0.9583333333333334,0.9143990929705216,0.10309439990669489
gaussdist_variable,21,PMARLDS-lite,0.9583333333333334,0.9101473922902494,0.10663680220022798
gaussdist_variable,21,DISTMARGIN,0.9583333333333334,0.9129818594104309,0.1052862973883748
gaussdist_variable,21,HILB-DENSITY,0.9166666666666666,0.5473356009070295,0.09843780053779483
gaussdist_variable,21,DISTRAND,0.9305555555555556,0.8863378684807257,0.0798455011099577
gaussdist_variable,22,TC-BKME-PMAL,1.0,0.9523809523809524,0.10532269952818751
gaussdist_variable,22,TC-noReliability,0.9861111111111112,0.945294784580499,0.10442680027335882
gaussdist_variable,22,TC-noDensity,1.0,0.9518140589569162,0.10524420160800219
gaussdist_variable,22,PMARLDS-lite,1.0,0.9591836734693877,0.11133010080084205
gaussdist_variable,22,DISTMARGIN,1.0,0.9552154195011339,0.11206739954650402
gaussdist_variable,22,HILB-DENSITY,0.9722222222222222,0.6153628117913832,0.10323720145970583
gaussdist_variable,22,DISTRAND,1.0,0.8820861678004537,0.0823238012380898
gaussdist_variable,23,TC-BKME-PMAL,0.9861111111111112,0.9257369614512472,0.10577539773657918
gaussdist_variable,23,TC-noReliability,0.9861111111111112,0.9376417233560091,0.1086727986112237
gaussdist_variable,23,TC-noDensity,0.9861111111111112,0.9362244897959183,0.1057043969631195
gaussdist_variable,23,PMARLDS-lite,0.9861111111111112,0.9367913832199548,0.10509529942646623
gaussdist_variable,23,DISTMARGIN,0.9861111111111112,0.9316893424036283,0.10402940027415752
gaussdist_variable,23,HILB-DENSITY,0.9861111111111112,0.6000566893424035,0.09698000131174922
gaussdist_variable,23,DISTRAND,0.9861111111111112,0.860827664399093,0.08230639947578311
gaussdist_variable,24,TC-BKME-PMAL,1.0,0.9512471655328799,0.10519869951531291
gaussdist_variable,24,TC-noReliability,1.0,0.9546485260770974,0.10487400041893125
gaussdist_variable,24,TC-noDensity,1.0,0.9526643990929705,0.10567030077800155
gaussdist_variable,24,PMARLDS-lite,1.0,0.9404761904761906,0.10842429986223578
gaussdist_variable,24,DISTMARGIN,1.0,0.9566326530612245,0.10771200153976679
gaussdist_variable,24,HILB-DENSITY,0.8055555555555556,0.6000566893424036,0.10255519859492779
gaussdist_variable,24,DISTRAND,1.0,0.9299886621315192,0.08325840160250664
gaussdist_variable,25,TC-BKME-PMAL,1.0,0.951530612244898,0.10522919986397028
gaussdist_variable,25,TC-noReliability,1.0,0.9379251700680271,0.10832680109888315
gaussdist_variable,25,TC-noDensity,1.0,0.9430272108843536,0.11133539956063032
gaussdist_variable,25,PMARLDS-lite,1.0,0.9452947845804989,0.11145809991285205
gaussdist_variable,25,DISTMARGIN,1.0,0.9489795918367347,0.11189799895510077
gaussdist_variable,25,HILB-DENSITY,0.9722222222222222,0.6882086167800453,0.10474789887666702
gaussdist_variable,25,DISTRAND,1.0,0.7636054421768709,0.08083010045811534
gaussdist_variable,26,TC-BKME-PMAL,0.9722222222222222,0.9212018140589568,0.104112199973315
gaussdist_variable,26,TC-noReliability,0.9722222222222222,0.9118480725623583,0.10451150313019753
gaussdist_variable,26,TC-noDensity,0.9722222222222222,0.9166666666666666,0.10538299987092614
gaussdist_variable,26,PMARLDS-lite,0.9722222222222222,0.9090136054421768,0.10343170026317239
gaussdist_variable,26,DISTMARGIN,0.9722222222222222,0.9226190476190477,0.10163130052387714
gaussdist_variable,26,HILB-DENSITY,0.5277777777777778,0.5065192743764172,0.09556279797106981
gaussdist_variable,26,DISTRAND,0.9583333333333334,0.9081632653061225,0.08070079889148474
gaussdist_variable,27,TC-BKME-PMAL,1.0,0.9478458049886621,0.1074477001093328
gaussdist_variable,27,TC-noReliability,1.0,0.9263038548752835,0.106318901758641
gaussdist_variable,27,TC-noDensity,1.0,0.953514739229025,0.10516710160300136
