dataset,budget,method,mean_accuracy,std_accuracy
digitdist_4v9,2,TC-BKME-PMAL,0.680277777777778,0.15544366015209976
digitdist_4v9,3,TC-BKME-PMAL,0.5,0.0
digitdist_4v9,4,TC-BKME-PMAL,0.7863888888888888,0.1485498316025158
digitdist_4v9,5,TC-BKME-PMAL,0.5,0.0
digitdist_4v9,6,TC-BKME-PMAL,0.8499999999999999,0.12450519350563878
digitdist_4v9,7,TC-BKME-PMAL,0.5,0.0
digitdist_4v9,8,TC-BKME-PMAL,0.8952777777777777,0.09571087183624605
digitdist_4v9,9,TC-BKME-PMAL,0.5,0.0
digitdist_4v9,10,TC-BKME-PMAL,0.9175,0.06924471277226575
digitdist_4v9,11,TC-BKME-PMAL,0.5,0.0
digitdist_4v9,12,TC-BKME-PMAL,0.9383333333333336,0.04168147884867266
digitdist_4v9,13,TC-BKME-PMAL,0.5,0.0
digitdist_4v9,14,TC-BKME-PMAL,0.9466666666666665,0.027827732858595994
digitdist_4v9,15,TC-BKME-PMAL,0.5,0.0
digitdist_4v9,16,TC-BKME-PMAL,0.9533333333333335,0.0240177403569081
digitdist_4v9,17,TC-BKME-PMAL,0.5,0.0
digitdist_4v9,18,TC-BKME-PMAL,0.9597222222222225,0.023115718023740614
digitdist_4v9,19,TC-BKME-PMAL,0.5,0.0
digitdist_4v9,20,TC-BKME-PMAL,0.9633333333333332,0.01899480110808751
digitdist_4v9,21,TC-BKME-PMAL,0.5,0.0
digitdist_4v9,22,TC-BKME-PMAL,0.9633333333333332,0.019594657876164896
digitdist_4v9,23,TC-BKME-PMAL,0.5,0.0
digitdist_4v9,24,TC-BKME-PMAL,0.9672222222222223,0.01729375824030377
digitdist_4v9,25,TC-BKME-PMAL,0.5013888888888889,0.0050077101048110915
digitdist_4v9,26,TC-BKME-PMAL,0.9638888888888891,0.018002057495577397
digitdist_4v9,27,TC-BKME-PMAL,0.5066666666666668,0.01527525231651946
digitdist_4v9,28,TC-BKME-PMAL,0.9638888888888892,0.021872244094477262
digitdist_4v9,29,TC-BKME-PMAL,0.5163888888888889,0.031017965721995118
digitdist_4v9,30,TC-BKME-PMAL,0.9638888888888889,0.02060055135304352
digitdist_4v9,31,TC-BKME-PMAL,0.5369444444444446,0.05043101265131444
digitdist_4v9,32,TC-BKME-PMAL,0.9675000000000002,0.01936690890394819
digitdist_4v9,33,TC-BKME-PMAL,0.5650000000000001,0.075790077203214
digitdist_4v9,34,TC-BKME-PMAL,0.9655555555555557,0.020077012221769632
digitdist_4v9,35,TC-BKME-PMAL,0.6036111111111112,0.09342629299197427
digitdist_4v9,36,TC-BKME-PMAL,0.9636111111111113,0.0207665596572952
digitdist_4v9,37,TC-BKME-PMAL,0.6463888888888889,0.10050835294812901
digitdist_4v9,38,TC-BKME-PMAL,0.9661111111111116,0.02118408440548627
digitdist_4v9,39,TC-BKME-PMAL,0.6827777777777777,0.10215124347363508
digitdist_4v9,40,TC-BKME-PMAL,0.9669444444444448,0.02149684157105096
digitdist_4v9,41,TC-BKME-PMAL,0.7305555555555556,0.10137937550497034
digitdist_4v9,42,TC-BKME-PMAL,0.9694444444444446,0.020222527470223666
digitdist_4v9,43,TC-BKME-PMAL,0.7755555555555557,0.0998594691566449
digitdist_4v9,44,TC-BKME-PMAL,0.9675000000000001,0.020714475763891287
digitdist_4v9,45,TC-BKME-PMAL,0.8044444444444447,0.09047371898601546
digitdist_4v9,46,TC-BKME-PMAL,0.9683333333333336,0.02079440808023657
digitdist_4v9,47,TC-BKME-PMAL,0.8455555555555557,0.08947894434715624
digitdist_4v9,48,TC-BKME-PMAL,0.9691666666666666,0.021388888888888898
digitdist_4v9,49,TC-BKME-PMAL,0.8702777777777777,0.08068045872299616
digitdist_4v9,50,TC-BKME-PMAL,0.9691666666666667,0.020086617988656588
digitdist_4v9,2,PMARLDS-lite,0.6766666666666665,0.15879659324019316
digitdist_4v9,3,PMARLDS-lite,0.5,0.0
digitdist_4v9,4,PMARLDS-lite,0.7627777777777777,0.16543153445638045
digitdist_4v9,5,PMARLDS-lite,0.5,0.0
digitdist_4v9,6,PMARLDS-lite,0.8422222222222223,0.12737739202856993
digitdist_4v9,7,PMARLDS-lite,0.5,0.0
digitdist_4v9,8,PMARLDS-lite,0.8927777777777776,0.09618654714590731
digitdist_4v9,9,PMARLDS-lite,0.5,0.0
digitdist_4v9,10,PMARLDS-lite,0.9144444444444446,0.08440788682359424
digitdist_4v9,11,PMARLDS-lite,0.5,0.0
digitdist_4v9,12,PMARLDS-lite,0.9311111111111111,0.07484345802992098
digitdist_4v9,13,PMARLDS-lite,0.5,0.0
digitdist_4v9,14,PMARLDS-lite,0.943611111111111,0.06348969489629551
digitdist_4v9,15,PMARLDS-lite,0.5,0.0
digitdist_4v9,16,PMARLDS-lite,0.947777777777778,0.055733049795486454
digitdist_4v9,17,PMARLDS-lite,0.5,0.0
digitdist_4v9,18,PMARLDS-lite,0.9541666666666666,0.04446614053772813
digitdist_4v9,19,PMARLDS-lite,0.5,0.0
digitdist_4v9,20,PMARLDS-lite,0.9580555555555557,0.03823760187996712
digitdist_4v9,21,PMARLDS-lite,0.5005555555555555,0.0038888888888888896
digitdist_4v9,22,PMARLDS-lite,0.9580555555555557,0.03793370598007419
digitdist_4v9,23,PMARLDS-lite,0.5011111111111112,0.006111111111111099
digitdist_4v9,24,PMARLDS-lite,0.9575,0.03418021411631349
digitdist_4v9,25,PMARLDS-lite,0.5038888888888889,0.023412563895228326
digitdist_4v9,26,PMARLDS-lite,0.9591666666666664,0.028247418761130492
digitdist_4v9,27,PMARLDS-lite,0.5069444444444445,0.0280885394668843
digitdist_4v9,28,PMARLDS-lite,0.9602777777777777,0.023734969252815534
