com.samsung.shealth.tracker.floors_day_summary,6313013,1
create_sh_ver,binning_data,modify_sh_ver,update_time,create_time,floor_count,version_code,deviceuuid,pkg_name,datauuid,day_time
63070030,a0c2bafa-19af-486b-a6ed-e626c3e0a694.binning_data.json,63070030,2026-02-10 12:26:20.059,2026-02-10 12:26:20.059,0,2,9D1LETwId9,com.sec.android.app.shealth,a0c2bafa-19af-486b-a6ed-e626c3e0a694,1770681600000,
