com.samsung.shealth.exercise.periodization_training_program,6313013,1
create_sh_ver,start_time,modify_sh_ver,update_time,create_time,program,time_offset,deviceuuid,pkg_name,datauuid
63070030,2026-02-10 12:28:54.957,63070030,2026-02-10 12:28:54.997,2026-02-10 12:28:54.997,5883fea4-969b-414f-a9f2-e94276d37f42.program.json,UTC+0330,9D1LETwId9,com.sec.android.app.shealth,5883fea4-969b-414f-a9f2-e94276d37f42,
