MAE,RMSE,Precision,Recall,F1,components
0.7546632456101133,0.9535011501439684,0.0717391304347826,0.06005459508644221,0.06537890044526913,15
0.7538112268726445,0.9523994877121175,0.07315217391304346,0.06123748862602365,0.06666666666617058,22
0.7534255334081689,0.9522113302750271,0.07608695652173912,0.06369426751592355,0.0693412580480428,30
0.7539651070337139,0.9524940748775393,0.07445652173913042,0.06232939035486805,0.06785537394700267,37
