iteration,FCM_objective
1,1063.6297969087132
2,797.66920914945
3,797.6014152414293
4,797.5971490516295
5,797.5965031685946
6,797.5962693786345
7,797.5961047394434
8,797.5959596558014
9,797.5958254751308
10,797.5957001756504
11,797.5955829193548
12,797.5954731162456
13,797.5953702545524
14,797.5952738669879
